Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ49,OUT049,0.148822994
DRH25,OUT018,-0.944823091
FDM09,OUT027,1.419773759
FDL44,OUT019,-1.07118769
NCR42,OUT018,-1.074185158
DRL59,OUT046,-0.803209064
FDX43,OUT013,0.299813395
DRK47,OUT010,-0.350489349
FDU48,OUT018,-0.242270207
FDY12,OUT045,-0.839995479
NCN43,OUT018,-0.319370603
NCM55,OUT018,0.158228013
FDQ21,OUT027,0.490001714
FDX13,OUT035,1.03605844
NCK30,OUT027,2.16525546
FDG20,OUT049,0.40594521
DRG27,OUT017,-0.902401204
FDY14,OUT018,0.684607132
FDP59,OUT035,-0.318979422
FDU60,OUT017,0.340863466
NCC18,OUT019,-0.956825428
DRJ39,OUT017,0.898003317
FDS07,OUT049,-0.250868966
FDM08,OUT027,2.071237617
FDP51,OUT045,-0.245813553
FDU16,OUT035,-0.528438476
FDH12,OUT013,-0.304836312
DRE48,OUT010,-0.437197321
NCL42,OUT027,2.172911302
FDR21,OUT045,0.398110699
NCW29,OUT035,-0.072652038
FDO11,OUT013,1.187415604
NCM31,OUT049,0.009238469
FDV35,OUT019,-1.084577846
FDF58,OUT017,-0.732380007
NCE43,OUT049,0.29646766
FDA02,OUT035,0.119101074
DRL37,OUT010,-1.110448438
FDR24,OUT018,-0.588297023
FDW59,OUT049,-0.526903484
FDS22,OUT049,-0.893384462
FDW24,OUT017,-0.843126704
FDU24,OUT035,-0.398834243
FDA21,OUT027,1.579275766
FDH58,OUT027,0.460680183
FDW36,OUT018,-0.458808993
FDI45,OUT027,1.383614608
FDU01,OUT018,0.160808671
FDF35,OUT027,0.334671286
FDU43,OUT019,-0.947992952
FDE24,OUT019,-1.082876093
FDK50,OUT049,0.322884307
FDG31,OUT045,-0.725527508
FDC60,OUT045,-0.485406436
FDL36,OUT013,-0.460472346
FDP21,OUT013,0.504925211
FDW16,OUT045,-0.53004019
FDX02,OUT017,0.929786527
FDQ58,OUT027,1.054331485
FDT51,OUT046,-0.208989052
FDD59,OUT049,-0.660741603
NCM42,OUT018,-0.435190297
FDA57,OUT018,-1.008626481
FDZ48,OUT035,-0.25914985
FDE46,OUT045,0.171599272
NCZ30,OUT019,-1.105132826
FDB56,OUT017,0.413743385
FDA25,OUT027,0.337902251
FDD20,OUT013,-0.104531727
FDL25,OUT013,-0.440822538
NCO18,OUT049,0.500046377
FDJ45,OUT017,-0.954708956
FDR12,OUT035,0.393529119
NCF19,OUT010,-1.119254046
FDK25,OUT046,0.268658702
NCR17,OUT046,-0.236300405
FDC52,OUT046,0.218205089
NCA54,OUT017,0.469289009
FDR45,OUT010,-0.21619931
NCM19,OUT049,-0.246271232
FDF39,OUT027,2.319678985
FDX23,OUT049,-0.39777232
FDD58,OUT027,0.207723251
FDX28,OUT013,-0.34828892
NCD31,OUT013,0.285076381
FDU57,OUT018,-0.076635402
FDI27,OUT046,-0.88292499
NCM42,OUT046,-0.291580197
FDD32,OUT027,-0.035079083
FDI34,OUT013,0.82959141
NCM29,OUT049,-0.030006676
FDG46,OUT018,-0.431846712
DRC01,OUT010,-1.156120636
FDB15,OUT027,1.862886969
NCA17,OUT027,1.026827422
FDF10,OUT046,0.100901232
FDR26,OUT027,1.468157989
FDI02,OUT049,-0.299380395
NCM54,OUT010,-0.767481085
FDF14,OUT013,0.14418977
FDJ33,OUT010,-0.761455796
FDM20,OUT035,0.993010698
FDC03,OUT027,1.76760999
NCX05,OUT046,-0.202171305
NCM41,OUT027,0.040558372
NCU29,OUT010,-0.699123692
FDQ59,OUT017,-0.600218327
FDH46,OUT010,-0.940958407
FDH09,OUT013,-0.827742327
NCD06,OUT045,-0.845133618
FDC15,OUT035,0.082865572
DRD37,OUT027,-0.694840501
FDT28,OUT027,1.020805415
FDR28,OUT027,1.34768452
FDT38,OUT017,-0.506773855
FDV34,OUT027,-0.112545707
FDY52,OUT035,-0.709671219
FDB34,OUT013,-0.514690241
DRL23,OUT018,-0.471050909
DRB24,OUT046,0.138970794
FDJ50,OUT046,-0.793889728
FDQ49,OUT035,0.220002627
FDP20,OUT035,-0.135070232
FDV19,OUT027,1.274316792
NCR54,OUT045,0.591447555
FDO09,OUT010,-0.255438844
FDS57,OUT018,-0.116815315
FDN10,OUT049,-0.204420889
FDV23,OUT049,-0.134768805
FDY28,OUT049,0.858715033
DRG51,OUT013,0.289067616
FDD45,OUT019,-1.153225884
NCL18,OUT027,1.352756362
NCM29,OUT013,-0.06649938
FDF17,OUT027,1.710773653
FDE22,OUT017,0.253682748
FDQ22,OUT017,-0.944635555
FDS01,OUT013,0.478514346
FDW35,OUT027,-0.735887964
FDJ33,OUT046,-0.113512116
NCF54,OUT035,0.312752556
FDE09,OUT013,-0.279230036
NCE06,OUT045,0.230182039
DRH49,OUT049,-0.549342477
FDY43,OUT045,0.324467382
NCT05,OUT017,1.324339924
FDZ34,OUT045,0.546647567
FDL38,OUT017,-0.523081643
FDZ31,OUT017,0.475893511
FDR14,OUT035,-0.782441803
NCN54,OUT049,-0.56664397
NCC42,OUT027,0.852857636
FDK08,OUT017,-0.376444664
FDP59,OUT013,-0.398025336
FDV22,OUT035,0.270172783
FDD33,OUT035,0.868244225
DRE60,OUT027,1.656230397
FDK52,OUT046,0.831741507
FDA02,OUT017,0.019655959
FDM56,OUT049,-0.295184065
FDE57,OUT035,0.022455138
FDM32,OUT045,-0.485719801
NCQ30,OUT027,0.524791142
FDQ27,OUT027,0.369224438
FDT60,OUT027,0.632484341
FDU43,OUT049,1.067583326
NCO55,OUT035,-0.294951664
FDG02,OUT045,0.619261282
FDJ28,OUT013,0.601875923
FDP40,OUT045,-0.327462644
FDJ38,OUT045,0.479645584
NCC54,OUT017,1.022730642
NCZ41,OUT046,-0.12356728
FDK38,OUT019,-1.062721841
FDU52,OUT013,0.161717447
FDC40,OUT046,-0.586369701
NCR30,OUT017,-0.6081302
NCN18,OUT017,-0.241086564
FDB50,OUT035,-0.573891192
FDG04,OUT013,0.594045572
FDR26,OUT035,0.365211792
NCT17,OUT018,0.194240281
FDX35,OUT027,2.062719584
FDS12,OUT046,-0.164961216
NCZ29,OUT027,0.646203812
FDB38,OUT010,-0.741166615
FDP12,OUT013,-0.996499646
FDP22,OUT046,-0.819126257
FDS26,OUT018,0.698098744
FDR52,OUT046,0.568919206
DRJ13,OUT046,0.214515809
FDU48,OUT027,0.714165115
FDE29,OUT035,-0.720176301
NCT29,OUT049,-0.175541179
DRK37,OUT018,0.194167297
FDK55,OUT046,-0.484099448
FDR07,OUT046,-0.394567726
FDO21,OUT027,2.108430519
FDK46,OUT049,1.318940785
FDB12,OUT045,-0.363419929
FDT31,OUT027,1.592683802
FDJ33,OUT045,-0.20474238
FDC26,OUT027,0.390764686
NCQ02,OUT045,0.592979106
FDP08,OUT010,-0.417155403
FDB11,OUT027,2.003627796
FDV55,OUT013,0.072231636
FDW20,OUT049,-0.13192258
NCJ18,OUT019,-1.09485329
FDC41,OUT018,-0.665640445
FDE14,OUT027,0.305180902
FDG35,OUT013,0.394973668
FDF45,OUT035,-0.749437372
FDS19,OUT027,-0.109685076
FDS58,OUT019,-1.063013942
FDA26,OUT017,0.754853274
FDM32,OUT049,-0.476096625
FDL45,OUT046,-0.11771419
FDZ55,OUT049,0.292112996
FDY37,OUT049,0.0207347
FDO46,OUT046,0.621502506
FDQ60,OUT046,-0.158869133
FDA19,OUT018,-0.254113638
FDL15,OUT046,0.145629476
FDM10,OUT018,0.381437605
NCL05,OUT017,-0.900163437
DRK49,OUT010,-1.143153423
NCE18,OUT027,2.228829177
FDG40,OUT049,-0.964214042
DRI59,OUT045,0.933239616
FDK28,OUT035,1.065921805
NCD06,OUT019,-1.20646178
FDO11,OUT019,-0.838756783
FDK27,OUT046,-0.188639164
FDT43,OUT027,-0.616895994
FDD38,OUT018,-0.499800449
FDA16,OUT049,0.979071852
FDL14,OUT027,1.192802032
NCM17,OUT049,-0.875584961
FDD20,OUT045,-0.137131812
FDA40,OUT045,-0.484626569
FDL43,OUT045,-0.591520437
FDV15,OUT045,-0.340649082
FDE52,OUT046,-0.439932022
NCL17,OUT010,-0.694979624
NCJ31,OUT045,0.792831265
FDR60,OUT045,-0.56115038
NCA18,OUT035,-0.216518155
FDS21,OUT027,-0.302728275
FDW09,OUT035,-0.551899425
FDL26,OUT035,0.127819841
FDS47,OUT018,-0.564398784
FDC39,OUT046,0.573151154
FDT51,OUT035,-0.204857312
FDK40,OUT035,1.106726683
NCG19,OUT045,0.897475912
FDZ07,OUT046,-0.722838507
FDF08,OUT027,0.076478752
FDO04,OUT013,-0.795207494
FDK41,OUT018,-0.610942842
FDP15,OUT049,1.157473756
NCD43,OUT018,-0.478767619
NCP18,OUT013,0.118236613
FDZ51,OUT046,-0.380415235
DRH13,OUT035,-0.289086499
FDF38,OUT045,-0.951150796
NCI43,OUT045,-0.846996689
FDM38,OUT027,-0.478123477
FDS03,OUT013,-0.691550955
DRJ47,OUT017,0.347764105
FDT50,OUT010,-0.865898695
FDV02,OUT046,0.32226867
NCG18,OUT017,-0.34036964
FDW52,OUT046,0.327680584
FDS40,OUT035,-0.940583155
FDN31,OUT017,0.540163678
FDA37,OUT045,-0.237219737
FDA15,OUT046,1.001535368
FDL39,OUT046,0.471688397
FDJ53,OUT045,-0.165538537
FDX22,OUT013,0.759888813
NCZ42,OUT045,1.175235619
FDD56,OUT027,1.480349726
FDD40,OUT017,0.581297124
FDS50,OUT013,0.888330922
NCN14,OUT013,0.558467171
FDT15,OUT013,0.392502156
NCS18,OUT027,0.319931292
NCO26,OUT010,-0.804211793
FDF58,OUT018,-0.871089898
NCB19,OUT013,-0.488013105
FDH26,OUT017,-0.043622927
DRB24,OUT027,1.042407058
FDA49,OUT018,-0.592472512
FDB32,OUT045,-0.42119626
FDI36,OUT017,0.659890753
NCA17,OUT010,-0.695638349
FDH22,OUT013,-0.112316876
NCM26,OUT018,-0.03825253
FDT15,OUT027,1.632097131
FDB16,OUT018,-0.607685523
NCP54,OUT027,0.567770065
FDJ36,OUT013,-0.347820156
FDO28,OUT045,-0.187044649
FDU09,OUT013,-0.859656943
FDF29,OUT017,-0.138199951
FDY08,OUT013,0.065586469
DRJ59,OUT018,-1.065618865
FDT23,OUT027,-0.084040689
FDU15,OUT018,-1.025041119
FDT47,OUT013,-0.453411503
FDI53,OUT019,-0.980628096
FDR59,OUT018,0.601186409
FDD53,OUT035,-0.907316821
FDY51,OUT017,0.84011972
FDT04,OUT049,-0.902014442
FDU51,OUT049,0.348097358
FDG14,OUT035,0.181004349
NCU06,OUT045,0.963089397
DRG25,OUT046,0.436894344
DRH49,OUT035,-0.521240744
FDN15,OUT035,-0.004814427
FDL43,OUT018,-0.720947311
NCT18,OUT049,0.470698247
NCB31,OUT013,1.113807261
FDK57,OUT035,-0.180523792
FDY04,OUT019,-1.091956487
NCP54,OUT046,-0.163094467
FDF41,OUT013,0.98785413
FDM01,OUT045,-0.352265325
FDW03,OUT045,-0.38329163
FDF28,OUT045,-0.226907438
FDY37,OUT017,-0.018497558
FDQ03,OUT017,0.918036955
FDP51,OUT027,0.594636544
FDJ40,OUT017,-0.348020761
FDC32,OUT049,-0.432770912
DRI49,OUT027,-0.125030895
NCW54,OUT017,-0.769213603
FDF09,OUT017,-0.933971419
FDP45,OUT018,0.529418321
DRJ23,OUT018,0.184995579
FDS59,OUT017,-0.342907193
FDY08,OUT046,-0.007479351
FDX16,OUT049,0.08439797
FDY16,OUT018,0.204921009
FDK32,OUT035,0.232053379
FDQ22,OUT013,-0.929332535
NCC31,OUT018,-0.038994901
FDG58,OUT049,0.079398503
DRF48,OUT013,0.537756596
DRH36,OUT049,-0.624275262
NCR30,OUT035,-0.585360565
FDB03,OUT019,-0.914216454
FDZ28,OUT027,0.717282494
FDR35,OUT017,0.695421878
DRD15,OUT027,2.064436829
FDJ33,OUT019,-1.082512381
FDA56,OUT010,-0.806514101
FDP56,OUT046,-0.842242937
NCT30,OUT046,-0.827028073
FDK15,OUT017,-0.355699179
FDH44,OUT018,-0.133987259
FDV01,OUT013,0.078810214
DRG03,OUT017,0.134544149
FDG50,OUT027,-0.037655143
FDR16,OUT010,-0.334138074
FDZ60,OUT046,-0.285896944
DRG03,OUT045,0.15313504
FDS56,OUT018,0.591743302
FDU33,OUT045,-0.891087227
DRD27,OUT035,-0.3765882
FDW22,OUT046,0.940562169
DRA24,OUT045,0.178191296
FDF38,OUT049,-0.947186606
FDX48,OUT013,0.087809955
FDS58,OUT018,-0.067702091
FDC32,OUT046,-0.421190181
NCQ29,OUT045,1.153838518
DRK39,OUT018,-0.627133502
NCS38,OUT017,-0.229503366
DRO47,OUT013,-0.239579105
DRG27,OUT027,-0.582335187
FDC57,OUT027,1.731985389
FDS55,OUT046,0.079057688
NCJ06,OUT018,-0.342621659
FDO01,OUT019,-1.089723409
NCM55,OUT045,0.486777899
FDC52,OUT049,0.204996191
FDQ15,OUT045,-0.543014611
NCT30,OUT027,-0.543222079
NCR42,OUT027,-0.810525937
FDD28,OUT035,-0.750204829
FDQ34,OUT049,-0.317579083
FDZ12,OUT027,0.910967728
DRE13,OUT019,-1.139871564
NCN07,OUT019,-1.099445563
FDM28,OUT035,0.399140936
FDI10,OUT017,0.241691545
FDQ25,OUT013,0.280629639
FDA38,OUT010,-0.1845257
DRI13,OUT049,0.988663068
FDY20,OUT027,0.091805091
NCZ53,OUT035,0.452231271
NCM31,OUT013,0.049778734
DRB01,OUT017,0.51534964
DRF37,OUT046,1.079830979
NCF42,OUT049,0.411196514
FDF16,OUT018,-0.090346941
FDB41,OUT013,-0.901694541
FDR34,OUT013,0.975949846
FDR15,OUT018,-0.11760058
NCV42,OUT019,-1.109428665
FDW51,OUT035,0.740909219
FDU36,OUT017,-0.407403283
FDX60,OUT049,-0.551468168
FDY03,OUT035,-0.222736333
FDW55,OUT045,1.188181818
FDT01,OUT010,-0.644297591
FDG58,OUT013,0.081799456
FDK21,OUT017,1.288352004
NCS41,OUT019,-1.069486816
FDS10,OUT045,0.476162456
NCT53,OUT046,0.247763122
FDJ28,OUT018,0.240813865
FDX44,OUT045,-0.49869426
FDT20,OUT018,-1.02140131
FDO44,OUT017,-0.271381425
NCX17,OUT049,0.943926921
FDY01,OUT017,-0.174278423
FDJ12,OUT027,1.961361023
DRK35,OUT018,-0.988374186
FDD47,OUT019,-1.059631436
NCM53,OUT035,-0.305224787
FDO45,OUT013,-0.55604153
NCM42,OUT010,-0.854200334
FDE04,OUT046,0.50791055
NCI30,OUT027,2.149063264
FDZ19,OUT013,0.366432625
FDW57,OUT013,0.35696569
FDA25,OUT013,-0.353550625
FDT22,OUT046,-0.725722008
FDP51,OUT013,-0.260066527
FDD48,OUT027,0.434351968
FDY39,OUT035,0.50675146
FDO48,OUT010,-0.440086166
FDD23,OUT027,1.659016548
DRN35,OUT027,-0.697722984
FDT01,OUT035,0.545163186
FDC20,OUT010,-1.102754485
DRJ35,OUT035,-0.715521079
FDB32,OUT046,-0.427551037
FDL24,OUT046,0.429696117
NCV42,OUT035,-0.249509169
FDZ46,OUT046,-0.274421068
FDC15,OUT013,0.131630407
FDD08,OUT019,-1.238736668
FDY50,OUT049,-0.443665955
FDD36,OUT013,-0.186470435
FDG57,OUT027,-0.539261479
FDL21,OUT018,-0.992213803
FDN16,OUT027,0.298265989
FDJ09,OUT027,-0.607320806
FDS01,OUT010,-0.532941325
FDV33,OUT017,1.290217666
DRE12,OUT017,-0.239937398
FDR07,OUT013,-0.39547795
FDP48,OUT010,-0.660797381
NCB55,OUT035,-0.754784421
FDQ08,OUT013,-0.777909452
FDR34,OUT035,1.021447189
FDO33,OUT046,-0.243587422
FDP13,OUT045,-0.95269677
FDX12,OUT049,1.282374433
NCT06,OUT049,0.335396745
FDR16,OUT019,-0.830686106
FDE36,OUT046,0.327887322
FDZ36,OUT049,0.42529569
FDV13,OUT045,-0.539124478
NCZ17,OUT035,-0.927796622
FDU56,OUT045,0.483876481
FDM09,OUT035,0.348653106
FDV02,OUT017,0.339570552
FDS34,OUT018,-0.404430543
FDA11,OUT049,-0.419268029
FDP09,OUT017,0.828935231
FDB29,OUT027,0.515858703
FDT19,OUT017,0.382678541
DRH15,OUT017,-0.866076592
FDY38,OUT046,0.875339035
FDF14,OUT027,1.034977843
FDN48,OUT010,-0.887518672
FDQ12,OUT013,1.043063087
NCJ43,OUT045,0.387061583
FDE17,OUT019,-1.095225553
FDB05,OUT035,0.998415097
FDH10,OUT045,0.583489154
NCR06,OUT017,-0.905393755
FDU32,OUT018,-0.331155563
FDD56,OUT049,0.326392607
FDO36,OUT018,0.149404051
FDH16,OUT010,-0.899722296
FDX10,OUT018,-1.017700284
FDZ37,OUT017,-0.527223708
FDU31,OUT010,-0.45615351
DRC49,OUT049,0.023202733
FDL15,OUT045,0.141986773
FDN32,OUT019,-1.004015818
DRH59,OUT027,-0.197260217
NCU29,OUT049,0.15133603
FDR37,OUT019,-0.93157389
FDS14,OUT018,-0.050502477
FDU02,OUT027,1.904304065
FDJ08,OUT035,0.518087058
NCZ06,OUT045,1.125406461
FDO31,OUT049,-0.589601156
FDH31,OUT018,-0.516814062
FDS58,OUT017,0.180739808
NCA53,OUT027,-0.652024396
FDF50,OUT046,0.521883478
NCW42,OUT049,0.925015139
NCQ17,OUT045,0.192166987
FDK51,OUT018,0.791267302
NCW41,OUT010,-0.640939388
NCR29,OUT017,-0.791595958
FDB08,OUT019,-1.090597757
FDA40,OUT027,0.014611358
FDL14,OUT018,-0.102662473
FDB47,OUT046,0.658052423
FDO03,OUT035,0.98412607
DRK13,OUT019,-0.992897036
FDX13,OUT010,-0.233854188
FDF52,OUT046,0.424570804
FDT11,OUT013,0.482142704
FDB08,OUT013,0.277380307
FDQ28,OUT018,-0.066667358
FDD29,OUT045,1.309372958
NCQ29,OUT027,2.019338679
NCO02,OUT013,-0.690972851
FDR56,OUT010,-0.410312305
NCM54,OUT049,-0.130320355
FDP51,OUT035,-0.186718458
FDT38,OUT013,-0.520819126
FDZ20,OUT018,0.658144484
FDJ53,OUT013,-0.178974219
FDX13,OUT049,1.234658044
FDP58,OUT035,0.731667781
NCK31,OUT019,-1.212361597
FDA35,OUT018,-0.350757977
FDV37,OUT018,0.274000835
NCO07,OUT027,1.906772047
FDA20,OUT045,0.503596542
FDZ59,OUT035,0.318713674
NCY17,OUT017,-0.897612768
FDQ28,OUT035,0.187575643
FDV35,OUT017,0.180833595
FDQ36,OUT013,-0.956957438
FDD34,OUT018,0.025273009
FDK51,OUT045,1.437441658
FDV31,OUT035,0.35735402
FDR04,OUT035,-0.406744537
FDR14,OUT049,-0.763847923
DRC36,OUT010,-0.696402504
FDE39,OUT019,-1.103391873
FDP57,OUT049,-0.336914072
FDE57,OUT046,0.020574054
NCN18,OUT046,-0.254205465
NCQ05,OUT018,-0.089915665
FDW47,OUT035,-0.177722973
FDV46,OUT035,-0.017427569
NCP29,OUT045,-0.70046723
FDE09,OUT018,-0.425557819
NCU06,OUT027,2.001192375
FDT19,OUT010,-0.629054712
DRF15,OUT017,0.149580613
DRI51,OUT013,0.337715113
NCX54,OUT013,-0.340437974
DRE01,OUT013,0.875606389
NCB07,OUT045,0.585954112
FDU50,OUT035,-0.211632586
FDG40,OUT035,-0.960150906
FDW10,OUT018,0.097537997
FDX51,OUT013,0.568367307
NCP17,OUT045,-0.725797176
FDP21,OUT035,0.581703794
FDL04,OUT045,-0.30443581
FDV23,OUT013,-0.136999709
FDF24,OUT046,-0.522481861
FDH56,OUT027,0.499648767
FDB51,OUT049,-0.733377756
FDI58,OUT027,0.177854612
FDR20,OUT013,-0.898239674
FDC51,OUT018,-0.336389963
FDB16,OUT027,-0.033381238
FDE40,OUT049,-0.809741913
NCM17,OUT035,-0.869213389
FDU56,OUT035,0.409129263
FDS32,OUT019,-1.094038868
FDX02,OUT049,0.947859598
FDT39,OUT027,1.171862926
FDE35,OUT017,-0.830248731
NCI42,OUT019,-0.976488355
DRL23,OUT046,-0.314973764
FDA10,OUT046,-0.163829661
FDA11,OUT013,-0.422942165
NCM06,OUT046,0.154258038
NCT05,OUT035,1.066830883
NCQ02,OUT010,-0.453324022
NCY06,OUT049,-0.095363813
FDY56,OUT035,0.90971528
FDL02,OUT035,-0.306460913
NCI06,OUT035,0.376574945
FDQ14,OUT045,0.110069518
FDQ12,OUT017,1.01570669
FDP36,OUT046,-0.850851158
FDK21,OUT027,2.219562182
FDO40,OUT045,0.103157795
NCK54,OUT019,-1.10013448
FDY09,OUT018,0.124045926
NCW30,OUT049,1.471128846
NCC55,OUT027,-0.817463577
FDE58,OUT018,-0.355762364
FDR39,OUT013,0.466359827
FDU28,OUT049,0.456825984
FDH08,OUT017,1.047277173
FDG35,OUT045,0.393775435
FDG22,OUT049,-1.003670416
FDC34,OUT035,0.149843744
FDP15,OUT018,0.657671007
FDK34,OUT010,-0.256164111
FDU45,OUT035,-0.175059373
FDQ04,OUT027,-0.638943039
FDX22,OUT018,0.279242565
FDB45,OUT017,-0.341588088
NCH43,OUT027,1.906172559
DRE60,OUT046,0.699970713
FDD17,OUT027,2.129119126
NCM54,OUT017,-0.117501268
NCH55,OUT013,-0.110592791
NCT06,OUT017,0.284949227
FDA48,OUT027,1.82658397
FDY58,OUT027,2.05862761
FDO25,OUT045,0.731922508
FDN50,OUT045,-0.47402897
FDH35,OUT035,0.24956261
FDK09,OUT045,0.903076289
FDO16,OUT013,-0.545035072
FDW11,OUT045,-0.716643634
FDU47,OUT027,0.963034222
NCQ42,OUT010,-0.773706717
FDK55,OUT027,-0.025016
FDN08,OUT049,-0.304947345
FDT57,OUT045,1.153121564
FDJ12,OUT018,0.246250889
DRL59,OUT017,-0.820302494
NCN53,OUT046,-0.953012458
FDO51,OUT010,-1.184910309
FDK56,OUT017,0.515702116
FDY12,OUT035,-0.794242301
FDU15,OUT035,-0.956927037
FDQ19,OUT046,1.129646927
DRF15,OUT045,0.170218523
DRE25,OUT019,-1.126675036
FDK57,OUT018,-0.323608868
FDD33,OUT010,-0.320280638
FDR34,OUT027,2.146205739
FDU04,OUT045,-0.151484185
FDE35,OUT019,-1.207207173
NCD31,OUT035,0.215816273
FDJ56,OUT035,-0.431274212
NCU53,OUT046,0.243240744
FDD39,OUT035,0.727739249
NCU17,OUT019,-1.126864742
FDJ20,OUT046,-0.124030498
NCW41,OUT018,-0.025936556
FDL52,OUT035,-0.952304439
FDS39,OUT035,0.018086476
DRJ47,OUT045,0.375747276
FDP13,OUT010,-1.125758261
DRK39,OUT010,-0.939635813
FDF28,OUT010,-0.863399455
FDB09,OUT045,-0.135006698
FDM51,OUT046,-0.330623778
DRM49,OUT018,-0.934850161
DRF23,OUT013,0.393958849
DRH01,OUT035,0.328698139
FDH12,OUT027,0.354407043
FDA28,OUT019,-1.110928377
FDW37,OUT018,-0.549791534
FDF02,OUT046,-0.321285862
DRL37,OUT046,-0.87954796
NCF43,OUT046,0.02591467
FDH08,OUT010,-0.229287777
FDR34,OUT019,-0.860807061
NCK19,OUT049,0.567540293
NCD55,OUT018,-1.013507644
FDT27,OUT049,0.973096604
FDQ57,OUT045,0.098463432
FDA47,OUT035,0.257675271
DRG15,OUT027,-0.332106394
FDE05,OUT018,-0.189857918
FDN46,OUT046,-0.34296842
FDX27,OUT027,0.12349452
FDT51,OUT045,-0.299394479
FDU33,OUT013,-0.896012213
FDJ16,OUT027,-0.346867306
FDD20,OUT019,-1.104435972
FDT36,OUT049,-0.935348026
DRF15,OUT027,1.05050405
FDN52,OUT010,-0.942408486
FDC22,OUT027,1.620750675
FDX15,OUT045,0.226361977
FDT13,OUT013,0.564661026
FDU04,OUT017,-0.152542546
FDU31,OUT019,-0.956020648
FDW59,OUT027,-0.138889436
NCO29,OUT046,0.24596647
FDL15,OUT035,0.127588036
FDI41,OUT049,-0.013839342
FDQ48,OUT049,-0.341115508
DRI39,OUT013,-0.767117385
FDI08,OUT013,1.073478814
FDC21,OUT049,-0.346872493
FDF58,OUT035,-0.715567598
FDS08,OUT010,-0.575718144
FDE47,OUT045,-0.155375565
NCP18,OUT019,-1.092398252
NCR41,OUT013,-0.394234654
FDA27,OUT013,1.221915886
FDA43,OUT035,0.530772444
FDA49,OUT045,-0.500058834
NCE55,OUT018,0.179302059
DRM49,OUT027,-0.581692065
FDF22,OUT027,1.903261561
FDQ15,OUT018,-0.614478057
NCS54,OUT017,0.434385578
NCY05,OUT013,-0.949825715
FDR45,OUT046,0.936314676
FDK57,OUT049,-0.184142348
FDF41,OUT010,-0.35577137
FDV21,OUT046,-0.134188497
FDD51,OUT046,-0.842237164
FDF33,OUT046,-0.27789218
FDA38,OUT046,0.923750566
FDR56,OUT045,0.51014802
NCN41,OUT017,-0.172438169
FDC60,OUT027,0.045944408
FDB47,OUT045,0.725166512
DRH01,OUT013,0.376399282
FDW08,OUT046,-0.330907967
FDF38,OUT027,-0.646372348
FDY32,OUT017,0.263741771
FDG34,OUT049,-0.340826248
FDG47,OUT019,-0.866700531
NCF18,OUT035,0.491972694
FDL39,OUT019,-1.05954529
NCH55,OUT035,-0.123503009
DRJ35,OUT049,-0.717424887
FDS44,OUT035,0.798303816
DRE01,OUT018,0.793047131
FDY39,OUT013,0.396330583
FDY32,OUT018,0.07566285
FDR33,OUT027,0.343798639
NCP50,OUT049,-0.543385833
FDZ47,OUT018,-0.514676601
FDU57,OUT049,0.066503837
FDY44,OUT013,0.56491658
DRH59,OUT018,-0.701604025
FDB03,OUT027,1.884390188
FDY46,OUT045,0.517566328
FDM39,OUT045,0.403907938
FDY36,OUT035,-0.602660324
NCM55,OUT035,0.436749011
FDJ50,OUT010,-1.115547162
DRL60,OUT013,0.141427356
NCJ54,OUT049,1.021660384
FDX59,OUT017,-0.971338173
FDI07,OUT013,0.686882837
DRF51,OUT010,-1.147550613
FDM14,OUT017,-0.275897491
FDP21,OUT045,0.48615339
FDE40,OUT035,-0.711613314
FDE05,OUT035,0.148072706
FDM13,OUT027,0.755141471
FDC34,OUT027,1.043046628
NCI55,OUT018,-0.318351351
NCE43,OUT018,0.093235423
FDW58,OUT018,-0.459856406
FDG60,OUT045,1.027961498
FDV31,OUT017,0.389540317
FDR47,OUT013,0.569669556
FDM60,OUT019,-1.262934419
NCF06,OUT018,0.720969892
NCN26,OUT027,0.385446083
FDQ59,OUT049,-0.594340918
FDF09,OUT046,-0.93500232
NCS06,OUT017,1.434945106
FDT44,OUT046,-0.189969728
FDI19,OUT017,1.145448475
FDT22,OUT017,-0.726807221
NCF54,OUT027,1.351666657
DRG25,OUT045,0.549742803
FDB59,OUT017,0.690270073
FDQ37,OUT017,0.573199485
FDP56,OUT035,-0.842245562
FDW44,OUT035,0.405324294
FDJ26,OUT010,-0.385969933
FDU43,OUT018,0.455921009
FDW33,OUT045,-0.312242742
NCX53,OUT027,0.869421683
FDN56,OUT010,-0.624966639
DRF15,OUT049,0.188630411
FDO33,OUT017,-0.227789926
FDZ39,OUT010,-0.930797307
NCJ19,OUT017,-0.769118992
FDU01,OUT035,0.559406195
FDT12,OUT035,0.925475701
NCM18,OUT018,-0.774544418
FDP19,OUT017,-0.127769281
NCR42,OUT049,-0.974259968
FDN10,OUT046,-0.190210071
FDG44,OUT017,-0.773746756
FDQ10,OUT046,0.307124661
DRH13,OUT049,-0.300407246
FDT52,OUT013,1.073760892
FDM56,OUT045,-0.272322721
NCO43,OUT010,-0.866013359
NCV29,OUT035,0.335885339
NCF06,OUT013,1.377741638
FDO50,OUT035,-0.438160665
FDT59,OUT013,1.069851779
FDX40,OUT027,-0.659489953
FDE50,OUT017,0.493470078
FDX51,OUT017,0.600878192
NCD30,OUT018,-0.52640656
FDK15,OUT013,-0.354113799
FDL12,OUT045,-0.754595434
FDK46,OUT017,1.290796069
